threshold,feature,quintile,n,recover_rate
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
0.2,F_DAYS_SINCE_LOW,,0,
